TripID,StationID,CollectionDateTime,Depth_m,FieldCondition,Scope,ObserverInitials,SurfaceFk,SecchiFk
LP850917,LPESC119,9/19/1985 12:30,2.7,Unknown,FALSE,AA`,1762,260
LP850917,LPSJR193,9/19/1985 14:35,10.5,Unknown,FALSE,AA`,1763,261
LP850917,LPCR0905,9/20/1985 9:25,6.7,Unknown,FALSE,AA`,1764,262
LP851210,LPCR0024,12/10/1985 8:00,5.8,Unknown,FALSE,AA`,1780,277
LP851210,LPCR0453,12/10/1985 10:00,6.6,Unknown,FALSE,AA`,1781,278
LP851210,LPCR0905,12/10/1985 12:30,7.3,Unknown,FALSE,AA`,1782,279
LP851210,LPCR1692,12/11/1985 11:00,2.7,Unknown,FALSE,AA`,1783,280
LP851210,LPCR2600,12/12/1985 11:30,1.2,Unknown,FALSE,AA`,1784,281
LP851210,LPCR2387,12/13/1985 8:00,1.8,Unknown,FALSE,AA`,1785,282
LP851210,LPCR1169,12/13/1985 12:30,7.6,Unknown,FALSE,AA`,1786,283
LP851210,LPSJR193,12/14/1985 8:00,6.7,Unknown,FALSE,AA`,1787,284
LP860311,LPCR0905,3/11/1986 12:10,7.9,Unknown,FALSE,AA`,1789,285
LP860311,LPCR1692,3/12/1986 7:00,8.5,Unknown,FALSE,AA`,1790,286
LP860311,LPCR1169,3/13/1986 10:00,11,Unknown,FALSE,AA`,1791,287
LP860311,LPCR0453,3/14/1986 7:20,9.4,Unknown,FALSE,AA`,1792,288
LP860311,LPSJR193,3/14/1986 12:10,10.1,Unknown,FALSE,AA`,1793,289
LP860624,LPCR0024,6/24/1986 10:00,6.4,Unknown,FALSE,AA`,1807,303
LP860624,LPCR0453,6/24/1986 11:20,5.3,Unknown,FALSE,AA`,1808,304
LP860624,LPCR0905,6/24/1986 13:30,4.3,Unknown,FALSE,AA`,1809,305
LP860624,LPCR1169,6/24/1986 15:00,4.3,Unknown,FALSE,AA`,1810,306
LP860624,LPCR1692,6/25/1986 8:15,2.3,Unknown,FALSE,AA`,1811,307
LP860624,LPCR2387,6/25/1986 11:00,0.7,Unknown,FALSE,AA`,1812,308
LP860624,LPSJR193,6/26/1986 10:30,6.2,Unknown,FALSE,AA`,1814,309
LP861104,LPCR0453,11/4/1986 9:30,9.4,Unknown,FALSE,AA`,1853,338
LP861104,LPCR1169,11/4/1986 14:30,7.9,Unknown,FALSE,AA`,1854,339
LP861104,LPCR2600,11/5/1986 11:00,1.7,Unknown,FALSE,AA`,1855,340
LP861104,LPCR2387,11/5/1986 12:30,2.3,Unknown,FALSE,AA`,1856,341
LP861104,LPCR1692,11/6/1986 6:45,6.1,Unknown,FALSE,AA`,1857,342
LP861104,LPSJR193,11/6/1986 10:45,9.1,Unknown,FALSE,AA`,1858,343
LP861104,LPCR0024,11/7/1986 9:30,7.6,Unknown,FALSE,AA`,1860,344
LP870310,LPCR0024,3/10/1987 9:30,14,Unknown,FALSE,AA`,1861,345
LP870310,LPCR0453,3/10/1987 13:30,13.1,Unknown,FALSE,AA`,1862,346
LP870310,LPCR0024,3/11/1987 9:30,14,Unknown,FALSE,AA`,1863,347
LP870310,LPCR2600,3/11/1987 16:00,0.5,Unknown,FALSE,AA`,1864,348
LP870310,LPCR2387,3/12/1987 6:30,6.4,Unknown,FALSE,AA`,1865,349
LP870310,LPCR1692,3/12/1987 10:45,10.1,Unknown,FALSE,AA`,1866,350
LP870310,LPCR1169,3/12/1987 13:45,9.8,Unknown,FALSE,AA`,1867,351
LP870310,LPSJR193,3/12/1987 15:45,9.8,Unknown,FALSE,AA`,1868,352
LP870310,LPCR0905,3/13/1987 8:15,8.8,Unknown,FALSE,AA`,1869,353
LP871201,LPCR0024,12/1/1987 9:30,7.2,Unknown,FALSE,AA`,1882,363
LP871201,LPCR2600,12/2/1987 10:30,1.8,Unknown,FALSE,AA`,1883,364
LP871201,LPCR2387,12/2/1987 14:00,3.7,Unknown,FALSE,AA`,1884,365
LP871201,LPCR1692,12/3/1987 6:45,6.1,Unknown,FALSE,AA`,1885,366
LP871201,LPCR1169,12/3/1987 10:30,10.1,Unknown,FALSE,AA`,1886,367
LP871201,LPSJR193,12/3/1987 11:30,9.4,Unknown,FALSE,AA`,1887,368
LP871201,LPCR0905,12/3/1987 13:00,9.8,Unknown,FALSE,AA`,1888,369
LP880405,LPCR0024,4/5/1988 9:45,14.3,Unknown,FALSE,AA`,1890,370
LP880405,LPCR0453,4/5/1988 13:45,12.5,Unknown,FALSE,AA`,1891,371
LP880405,LPCR2387,4/6/1988 15:00,10.7,Unknown,FALSE,AA`,1893,372
LP880405,LPCR1692,4/7/1988 9:45,9.8,Unknown,FALSE,AA`,1894,373
LP880405,LPCR1169,4/7/1988 13:30,15.8,Unknown,FALSE,AA`,1895,374
LP880405,LPSJR193,4/8/1988 7:30,13.4,Unknown,FALSE,AA`,1896,375
LP880405,LPCR0905,4/8/1988 9:30,12.8,Unknown,FALSE,AA`,1897,376
LP890222,LPCR0006,2/22/1989 8:00,13.4,Unknown,FALSE,AA`,1904,380
LP890403,LPCR0453,4/3/1989 13:00,12.2,Unknown,FALSE,AA`,1907,382
LP890403,LPCR0905,4/4/1989 9:00,12.5,Unknown,FALSE,AA`,1908,383
LP890403,LPCR1169,4/4/1989 11:30,14,Unknown,FALSE,AA`,1909,384
LP890403,LPCR2600,4/5/1989 10:00,0.5,Unknown,FALSE,AA`,1910,385
LP890403,LPCR2387,4/5/1989 16:30,1.7,Unknown,FALSE,AA`,1912,386
LP890403,LPCR1692,4/6/1989 8:30,12.8,Unknown,FALSE,AA`,1913,387
LP890403,LPSJR193,4/6/1989 13:00,15.8,Unknown,FALSE,AA`,1914,388
LP890403,LPCR0024,4/7/1989 10:00,14.2,Unknown,FALSE,AA`,1915,389
LP891127,LPCR0024,11/27/1989 9:00,5.5,Unknown,FALSE,AA`,1939,412
LP891127,LPCR0453,11/27/1989 13:00,11.3,Unknown,FALSE,AA`,1940,413
LP891127,LPCR1169,11/28/1989 11:00,12.2,Unknown,FALSE,AA`,1941,414
LP891127,LPCR2600,11/29/1989 10:00,1.8,Unknown,FALSE,AA`,1942,415
LP891127,LPCR2387,11/29/1989 13:00,2.7,Unknown,FALSE,AA`,1943,416
LP891127,LPCR1692,11/30/1989 8:00,6.1,Unknown,FALSE,AA`,1944,417
LP891127,LPSJR193,11/30/1989 11:00,9.8,Unknown,FALSE,AA`,1945,418
LP891127,LPCR0905,12/1/1989 10:00,11.3,Unknown,FALSE,AA`,1946,419
LP901204,LPCR0905,12/4/1990 10:30,11.7,Unknown,FALSE,AA`,1950,420
LP901204,LPCR1169,12/4/1990 14:00,12.6,Unknown,FALSE,AA`,1951,421
LP901204,LPCR2085,12/5/1990 10:00,4.6,Unknown,FALSE,AA`,1952,422
LP901204,LPCR2387,12/5/1990 14:30,2,Unknown,FALSE,AA`,1954,423
LP901204,LPCR1692,12/6/1990 8:00,4.1,Unknown,FALSE,AA`,1955,424
LP901204,LPSJR193,12/6/1990 13:00,8.5,Unknown,FALSE,AA`,1956,425
LP901204,LPSJR297,12/6/1990 14:30,6.7,Unknown,FALSE,AA`,1957,426
LP901204,LPCR0453,12/7/1990 10:45,12.3,Unknown,FALSE,AA`,1959,427
LP901204,LPCR0024,12/7/1990 13:30,9.1,Unknown,FALSE,AA`,1960,428
LP901204,LPCR0006,12/7/1990 15:00,7.7,Unknown,FALSE,AA`,1961,429
LP910522,LPCR0006,5/22/1991 11:30,11.6,Unknown,FALSE,AA`,1969,430
LP910930,LPCR0024,9/30/1991 11:00,5.5,Unknown,FALSE,AA`,1979,431
LP910930,LPCR0905,10/1/1991 11:30,9.4,Unknown,FALSE,AA`,1981,432
LP910930,LPCR1169,10/1/1991 14:00,7.9,Unknown,FALSE,AA`,1985,433
LP910930,LPESC119,10/1/1991 16:30,6.4,Unknown,FALSE,AA`,1986,434
LP910930,LPCR1692,10/2/1991 10:00,7.3,Unknown,FALSE,AA`,1987,435
LP910930,LPCR2387,10/2/1991 15:00,2.6,Unknown,FALSE,AA`,1988,436
LP910930,LPCR2550,10/2/1991 16:00,0.1,Unknown,FALSE,AA`,1989,437
LP910930,LPCR2255,10/3/1991 7:00,3,Unknown,FALSE,AA`,1990,438
LP910930,LPCR2085,10/3/1991 8:10,5.8,Unknown,FALSE,AA`,1991,439
LP910930,LPSJR704,10/4/1991 7:45,0.8,Unknown,FALSE,AA`,1992,440
LP910930,LPSJR686,10/4/1991 8:10,1.4,Unknown,FALSE,AA`,1993,441
LP910930,LPSJR625,10/4/1991 9:05,2.1,Unknown,FALSE,AA`,1994,442
LP910930,LPSJR431,10/4/1991 10:30,5,Unknown,FALSE,AA`,1995,443
LP910930,LPSJR329,10/4/1991 11:11,11,Unknown,FALSE,AA`,1996,444
LP910930,LPSJR193,10/4/1991 12:15,9.1,Unknown,FALSE,AA`,1997,445
LP910930,LPCR0453,10/5/1991 9:50,7.9,Unknown,FALSE,AA`,1998,446
LP911101,LPCR0024,11/1/1991 13:00,10.4,Unknown,FALSE,AA`,2002,447
LP911204,LPCR0024,12/4/1991 12:30,13.1,Unknown,FALSE,AA`,2003,448
LP920103,LPCR0024,1/3/1992 9:30,9.1,Unknown,FALSE,AA`,2004,449
LP920103,LPCR0006,1/3/1992 11:00,9.4,Unknown,FALSE,AA`,2005,450
LP920127,LPCR0453,1/27/1992 15:30,11.3,Unknown,FALSE,AA`,2008,451
LP920127,LPCR0905,1/28/1992 8:45,7.3,Unknown,FALSE,AA`,2009,452
LP920127,LPCR1169,1/28/1992 12:00,7.8,Unknown,FALSE,AA`,2010,453
LP920127,LPESC119,1/28/1992 13:30,7.3,Unknown,FALSE,AA`,2011,454
LP920127,LPCR2520,1/29/1992 10:45,0.6,Unknown,FALSE,AA`,2012,455
LP920127,LPCR2387,1/29/1992 12:00,3.2,Unknown,FALSE,AA`,2013,456
LP920127,LPCR2255,1/29/1992 13:30,3.7,Unknown,FALSE,AA`,2014,457
LP920127,LPCR2085,1/29/1992 15:00,6.2,Unknown,FALSE,AA`,2015,458
LP920127,LPCR1692,1/30/1992 9:30,5.9,Unknown,FALSE,AA`,2016,459
LP920127,LPSJR193,1/30/1992 14:00,5.6,Unknown,FALSE,AA`,2017,460
LP920127,LPSJR686,1/31/1992 10:00,2.1,Unknown,FALSE,AA`,2018,461
LP920127,LPSJR625,1/31/1992 11:00,7.2,Unknown,FALSE,AA`,2019,462
LP920127,LPSJR431,1/31/1992 12:30,7.6,Unknown,FALSE,AA`,2020,463
LP920127,LPSJR329,1/31/1992 13:30,7,Unknown,FALSE,AA`,2021,464
LP920127,LPNAV124,2/1/1992 14:00,6.4,Unknown,FALSE,AA`,2025,465
LP920127,LPNAV015,2/1/1992 14:45,11,Unknown,FALSE,AA`,2026,466
LP920127,LPCR0024,2/1/1992 16:00,7.5,Unknown,FALSE,AA`,2027,467
LP920127,LPCR-0001,2/6/1992 9:30,5.2,Unknown,FALSE,AA`,2028,468
LP920303,LPCR0006,3/3/1992 10:15,13.1,Unknown,FALSE,AA`,2029,469
LP920303,LPCR0024,3/3/1992 12:15,11.3,Unknown,FALSE,RL,2030,470
LP920403,LPCR0024,4/3/1992 11:15,12.5,Unknown,FALSE,JK,2031,471
LP920403,LPCR0006,4/3/1992 13:20,12.8,Unknown,FALSE,AA`,2032,472
LP920424,LPSJR704,4/24/1992 9:20,0,Unknown,FALSE,AA`,2041,473
LP920424,LPSJR686,4/24/1992 9:30,0.1,Unknown,FALSE,AA`,2042,474
LP920424,LPSJR625,4/24/1992 13:30,0.8,Unknown,FALSE,AA`,2043,475
LP920424,LPSJR431,4/24/1992 15:30,2.3,Unknown,FALSE,AA`,2045,476
LP920424,LPSJR329,4/24/1992 17:00,5.8,Unknown,FALSE,AA`,2046,477
LP920424,LPSJR193,4/25/1992 9:00,9.4,Unknown,FALSE,AA`,2047,478
LP920424,LPCR2085,4/26/1992 12:00,3.3,Unknown,FALSE,AA`,2049,479
LP920424,LPCR2490,4/26/1992 17:00,0,Unknown,FALSE,AA`,2050,480
LP920424,LPCR2520,4/26/1992 17:50,0,Unknown,FALSE,AA`,2051,481
LP920424,LPCR2483,4/27/1992 9:00,0.3,Unknown,FALSE,AA`,2052,482
LP920424,LPCR2387,4/27/1992 10:30,0.6,Unknown,FALSE,AA`,2054,484
LP920424,LPCR2255,4/27/1992 12:00,0.9,Unknown,FALSE,AA`,2055,485
LP920424,LPCR1692,4/28/1992 12:30,11.9,Unknown,FALSE,AA`,2056,486
LP920424,LPCR1169,4/28/1992 16:00,10.5,Unknown,FALSE,AA`,2057,487
LP920424,LPESC276,4/29/1992 9:00,0.3,Unknown,FALSE,AA`,2059,488
LP920424,LPESC255,4/29/1992 10:00,1.5,Unknown,FALSE,AA`,2060,489
LP920424,LPESC259,4/29/1992 11:00,1,Unknown,FALSE,AA`,2063,490
LP920424,LPESC200,4/29/1992 12:30,10.4,Unknown,FALSE,AA`,2066,491
LP920424,LPESC119,4/29/1992 13:45,12.6,Unknown,FALSE,AA`,2067,492
LP920424,LPCR0905,4/29/1992 16:30,9.4,Unknown,FALSE,AA`,2068,493
LP920424,LPCR0453,4/30/1992 15:30,12.2,Unknown,FALSE,AA`,2069,494
LP920424,LPCR0024,5/1/1992 14:00,11.9,Unknown,FALSE,AA`,2074,496
LP920602,LPCR0024,6/2/1992 15:40,9.8,Unknown,FALSE,AA`,2076,497
LP920623,LPCR1692,6/23/1992 15:30,8.8,Unknown,FALSE,AA`,2078,498
LP920630,LPCR0024,6/30/1992 11:21,6.1,Unknown,FALSE,AA`,2079,499
LP920721,LPSJR686,7/21/1992 8:45,0.6,Unknown,FALSE,AA`,2081,500
LP920721,LPSJR625,7/21/1992 10:00,1.8,Unknown,FALSE,AA`,2082,501
LP920721,LPSJR431,7/21/1992 12:15,4.6,Unknown,FALSE,AA`,2083,502
LP920721,LPSJR329,7/21/1992 13:45,7,Unknown,FALSE,AA`,2084,503
LP920721,LPSJR193,7/21/1992 15:15,5.5,Unknown,FALSE,AA`,2085,504
LP920721,LPCR2490,7/22/1992 11:15,0.1,Unknown,FALSE,AA`,2086,505
LP920721,LPCR2387,7/22/1992 12:15,2.1,Unknown,FALSE,AA`,2087,506
LP920721,LPCR2255,7/22/1992 14:00,4.6,Unknown,FALSE,AA`,2088,507
LP920721,LPCR2085,7/22/1992 16:15,6.4,Unknown,FALSE,AA`,2089,508
LP920721,LPCR1692,7/23/1992 9:15,5.5,Unknown,FALSE,AA`,2090,509
LP920721,LPCR1169,7/23/1992 14:00,5.5,Unknown,FALSE,AA`,2091,510
LP920721,LPCR0905,7/23/1992 16:00,5.8,Unknown,FALSE,AA`,2092,511
LP920721,LPCR0453,7/24/1992 10:15,4.6,Unknown,FALSE,AA`,2093,512
LP920721,LPCR0024,7/24/1992 15:00,3.7,Unknown,FALSE,AA`,2094,513
LP920902,LPCR0024,9/2/1992 11:00,8.5,Unknown,FALSE,AA`,2096,514
LP920902,LPCR0006,9/2/1992 13:30,7.7,Unknown,FALSE,AA`,2097,515
LP920929,LPCR0024,10/1/1992 10:30,13,Unknown,FALSE,AA`,2102,516
LP921020,LPSJR710,10/20/1992 8:00,0.3,Unknown,FALSE,AA`,2106,518
LP921020,LPSJR686,10/20/1992 8:40,1.4,Unknown,FALSE,AA`,2107,519
LP921020,LPSJR431,10/20/1992 11:40,5.4,Unknown,FALSE,AA`,2109,520
LP921020,LPSJR329,10/20/1992 13:05,6.7,Unknown,FALSE,AA`,2110,521
LP921020,LPSJR193,10/20/1992 14:15,10.4,Unknown,FALSE,AA`,2111,522
LP921020,LPCR2520,10/21/1992 11:00,0.2,Unknown,FALSE,AA`,2112,523
LP921020,LPCR2387,10/21/1992 12:05,3.2,Unknown,FALSE,AA`,2113,524
LP921020,LPCR2255,10/21/1992 13:50,3.5,Unknown,FALSE,AA`,2114,525
LP921020,LPCR2085,10/21/1992 15:20,6,Unknown,FALSE,AA`,2115,526
LP921020,LPCR1692,10/22/1992 9:50,7,Unknown,FALSE,AA`,2116,527
LP921020,LPCR1169,10/22/1992 12:22,8.9,Unknown,FALSE,AA`,2117,528
LP921020,LPCR0905,10/22/1992 15:20,12.3,Unknown,FALSE,AA`,2119,529
LP921020,LPCR0453,10/23/1992 9:20,10.1,Unknown,FALSE,AA`,2120,530
LP921020,LPCR0024,10/23/1992 13:10,11.9,Unknown,FALSE,AA`,2122,531
LP921211,LPCR0024,12/11/1992 11:00,8.5,Unknown,FALSE,AA`,2124,532
LP930108,LPCR0024,1/8/1993 13:15,10.4,Unknown,FALSE,AA`,2127,533
LP930201,LPCR0024,2/1/1993 12:00,9.8,Unknown,FALSE,BV,2128,534
LP930201,LPSJR686,2/2/1993 10:45,0.4,Unknown,FALSE,AA`,2129,535
LP930201,LPSJR625,2/2/1993 11:30,1.5,Unknown,FALSE,AA`,2130,536
LP930201,LPSJR431,2/2/1993 13:10,4.9,Unknown,FALSE,AA`,2131,537
LP930201,LPSJR329,2/2/1993 14:10,4.8,Unknown,FALSE,AA`,2132,538
LP930201,LPSJR193,2/2/1993 16:00,5.1,Unknown,FALSE,AA`,2133,539
LP930201,LPCR2490,2/3/1993 15:00,0.1,Unknown,FALSE,AA`,2134,540
LP930201,LPCR2387,2/3/1993 15:50,4.5,Unknown,FALSE,AA`,2135,541
LP930201,LPCR2255,2/4/1993 8:40,4.9,Unknown,FALSE,AA`,2136,542
LP930201,LPCR2085,2/4/1993 10:30,7.5,Unknown,FALSE,AA`,2137,543
LP930201,LPCR1692,2/4/1993 12:45,9.2,Unknown,FALSE,AA`,2138,544
LP930201,LPCR1169,2/4/1993 16:30,8.6,Unknown,FALSE,AA`,2139,545
LP930302,LPCR0024,3/2/1993 10:45,14.5,Unknown,FALSE,AA`,2152,546
LP930302,LPCR0006,3/2/1993 11:00,14.5,Unknown,FALSE,AA`,2153,547
LP930428,LPCR0024,4/28/1993 10:20,9.7,Unknown,FALSE,AA`,2179,548
LP930517,LPCR0024,5/17/1993 12:00,8.4,Unknown,FALSE,AA`,2183,549
LP930517,LPCR0905,5/18/1993 8:00,9,Unknown,FALSE,AA`,2184,550
LP930517,LPCR1169,5/18/1993 10:30,9,Unknown,FALSE,AA`,2185,551
LP930517,LPESC119,5/18/1993 12:00,12,Unknown,FALSE,AA`,2186,552
LP930517,LPCR2387,5/19/1993 11:30,0.3,Unknown,FALSE,AA`,2193,553
LP930517,LPCR2255,5/19/1993 13:00,0.3,Unknown,FALSE,AA`,2196,554
LP930517,LPCR2085,5/19/1993 15:00,2.4,Unknown,FALSE,AA`,2197,555
LP930517,LPCR1692,5/20/1993 9:00,6.5,Unknown,FALSE,AA`,2198,556
LP930517,LPSJR625,5/20/1993 14:42,0.7,Unknown,FALSE,AA`,2199,557
LP930517,LPSJR431,5/20/1993 17:00,3.8,Unknown,FALSE,AA`,2200,558
LP930517,LPCR0453,5/21/1993 15:00,8.5,Unknown,FALSE,AA`,2205,559
LP930702,LPCR0024,7/2/1993 10:29,3.3,Unknown,FALSE,AA`,2222,566
LP930802,LPCR0024,8/2/1993 9:40,6.1,Unknown,FALSE,AA`,2225,567
LP930802,LPCR0453,8/2/1993 14:00,3,Unknown,FALSE,AA`,2226,568
LP930802,LPCR0905,8/3/1993 8:00,4.8,Unknown,FALSE,AA`,2227,569
LP930802,LPCR1169,8/3/1993 10:30,4.5,Unknown,FALSE,AA`,2228,570
LP930802,LPCR1169,8/3/1993 10:30,6.2,Unknown,FALSE,,2228,571
LP930802,LPESC347,8/3/1993 12:54,2,Unknown,FALSE,,2229,572
LP930802,LPESC119,8/3/1993 13:00,3.5,Unknown,FALSE,AA`,2230,573
LP930802,LPESC119,8/3/1993 13:00,3.5,Unknown,FALSE,,2230,574
LP930802,LPESC319,8/3/1993 13:20,3.5,Unknown,FALSE,,2231,575
LP930802,LPESC255,8/3/1993 13:43,4,Unknown,FALSE,,2232,576
LP930802,LPCR1692,8/3/1993 18:00,6.7,Unknown,FALSE,AA`,2233,577
LP930802,LPCR2618,8/4/1993 11:00,0.7,Unknown,FALSE,AA`,2234,578
LP930802,LPCR2387,8/4/1993 15:15,2.2,Unknown,FALSE,AA`,2243,579
LP930802,LPCR2387,8/4/1993 15:15,1.7,Unknown,FALSE,,2243,580
LP930802,LPCR2255,8/5/1993 9:00,3.5,Unknown,FALSE,AA`,2244,581
LP930802,LPCR2255,8/5/1993 9:00,2.7,Unknown,FALSE,,2244,582
LP930802,LPCR2085,8/5/1993 11:40,9.2,Unknown,FALSE,AA`,2245,583
LP930802,LPCR2085,8/5/1993 11:40,8,Unknown,FALSE,SH,2245,584
LP930802,LPSJR193,8/6/1993 8:40,8.5,Unknown,FALSE,AA`,2247,585
LP930802,LPSJR193,8/6/1993 8:40,6.3,Unknown,FALSE,,2247,586
LP930802,LPSJR329,8/6/1993 10:30,9.4,Unknown,FALSE,AA`,2248,587
LP930802,LPSJR329,8/6/1993 10:30,9.4,Unknown,FALSE,SH,2248,588
LP930802,LPSJR431,8/6/1993 12:00,10.1,Unknown,FALSE,AA`,2249,589
LP930802,LPSJR431,8/6/1993 12:00,9.2,Unknown,FALSE,MM,2249,590
LP930901,LPCR0024,9/1/1993 11:30,8,Unknown,FALSE,AA`,2254,591
LP931005,LPCR0024,10/5/1993 15:00,13.2,Unknown,FALSE,AA`,2259,592
LP931005,LPCR0905,10/6/1993 9:30,9.4,Unknown,FALSE,AA`,2260,593
LP931005,LPCR1169,10/6/1993 11:30,8.5,Unknown,FALSE,JK,2261,594
LP931005,LPCR1169,10/6/1993 11:30,7,Unknown,FALSE,SH,2261,595
LP931005,LPCR2716,10/7/1993 9:30,0.3,Unknown,FALSE,AA`,2262,596
LP931005,LPCR2387,10/7/1993 12:00,4.2,Unknown,FALSE,AA`,2264,597
LP931005,LPCR2255,10/7/1993 14:00,5.3,Unknown,FALSE,AA`,2265,598
LP931005,LPCR2085,10/7/1993 15:00,5.8,Unknown,FALSE,AA`,2266,599
LP981005,LPCR1772,10/7/1993 16:15,7,Unknown,FALSE,AA`,2267,600
LP931005,LPCR1692,10/7/1993 17:00,8,Unknown,FALSE,AA`,2268,601
LP931005,LPESC119,10/8/1993 10:30,9.5,Unknown,FALSE,AA`,2269,602
LP931005,LPSJR329,10/8/1993 14:30,9.9,Unknown,FALSE,AA`,2272,603
LP931005,LPSJR813,10/8/1993 15:17,1.6,Unknown,FALSE,AA`,2273,604
LP931005,LPSJR870,10/8/1993 16:00,0,Unknown,FALSE,AA`,2276,605
LP931005,LPSJR686,10/8/1993 17:00,3.2,Unknown,FALSE,AA`,2277,606
LP931005,LPSJR193,10/9/1993 9:30,13.8,Good,FALSE,BV,2278,607
LP931005,LPSJR193,10/9/1993 9:30,11.5,Unknown,FALSE,SH,2278,608
LP931005,LPCR0453,10/9/1993 13:30,10.5,Unknown,FALSE,AA`,2279,609
LP931102,LPCR0024,11/2/1993 12:00,10,Unknown,FALSE,AA`,2283,610
LP931201,LPCR0024,12/2/1993 9:30,8,Unknown,FALSE,AA`,2288,611
LP940104,LPCR0024,1/4/1994 10:25,13.1,Unknown,FALSE,AA`,2290,612
LP940203,LPCR0024,2/3/1994 10:30,11.1,Unknown,FALSE,AA`,2295,613
LP940301,LPCR0024,3/1/1994 16:30,11,Unknown,FALSE,AA`,2300,614
LP940301,LPCR0453,3/2/1994 9:00,10.8,Unknown,FALSE,AA`,2301,615
LP940301,LPCR0453,3/2/1994 9:00,11.3,Unknown,FALSE,,2301,616
LP940301,LPCR0905,3/2/1994 12:04,10,Unknown,FALSE,AA`,2302,617
LP940301,LPESC119,3/2/1994 17:15,7.2,Unknown,FALSE,AA`,2303,618
LP940301,LPESC200,3/2/1994 18:00,6.4,Unknown,FALSE,JK,2304,619
LP940301,LPCR1169,3/3/1994 9:00,6.9,Unknown,FALSE,BV,2305,620
LP940301,LPCR1169,3/3/1994 9:00,6.8,Unknown,FALSE,JK,2305,621
LP940301,LPCR1169,3/3/1994 9:00,7.7,Unknown,FALSE,SH,2305,622
LP940301,LPCR1395,3/3/1994 11:30,8.1,Unknown,FALSE,AA`,2306,623
LP940301,LPCR1587,3/3/1994 12:30,7.7,Unknown,FALSE,AA`,2307,624
LP940301,LPCR1692,3/3/1994 15:30,7.6,Unknown,FALSE,AA`,2308,625
LP940301,LPCR1692,3/3/1994 15:30,7.1,Unknown,FALSE,,2308,626
LP940301,LPCR2255,3/4/1994 9:00,5.7,Unknown,FALSE,AA`,2309,627
LP940301,LPCR2255,3/4/1994 9:00,5.6,Unknown,FALSE,,2309,628
LP940301,LPCR2769,3/4/1994 11:45,0.2,Unknown,FALSE,AA`,2310,629
LP940301,LPCR2487,3/4/1994 16:50,4.7,Unknown,FALSE,AA`,2311,630
LP940301,LPCR2387,3/5/1994 8:00,5.6,Unknown,FALSE,JK,2312,631
LP940301,LPCR2387,3/5/1994 8:00,5.3,Unknown,FALSE,SH,2312,632
LP940301,LPCR2387,3/5/1994 8:00,5.2,Unknown,FALSE,VS,2312,633
LP940301,LPCR2085,3/5/1994 12:00,6.7,Unknown,FALSE,BV,2313,634
LP940301,LPCR2085,3/5/1994 12:00,6.1,Unknown,FALSE,RR,2313,635
LP940301,LPCR2085,3/5/1994 12:00,6.1,Unknown,FALSE,SH,2313,636
LP940301,LPSJR193,3/6/1994 12:00,9.3,Unknown,FALSE,AA`,2317,637
LP940301,LPSJR329,3/6/1994 14:00,11,Unknown,FALSE,AA`,2318,638
LP940301,LPSJR830,3/6/1994 15:00,0.1,Unknown,FALSE,AA`,2319,639
LP940301,LPSJR431,3/6/1994 16:00,10.2,Unknown,FALSE,AA`,2320,640
LP940301,LPSJR686,3/6/1994 16:50,7.5,Unknown,FALSE,AA`,2322,641
LP940301,LPSJR625,3/6/1994 17:45,10.8,Unknown,FALSE,AA`,2323,642
